ParticipantID,SelectionMethod,Date,Hour,StartTime,FinishTime,TrialDurationSeconds
FirstScene,P1,FaceGesture,2026-03-25,19:11:16,19:11:16.763,19:11:26.5299,766
SetupScene,P1,FaceGesture,2026-03-25,19:11:28,19:11:28.332,19:11:57.07528,742
FirstScene,P1,FaceGesture,2026-03-25,19:11:58,19:11:58.383,19:12:04.1455,762
MainScene,P1,FaceGesture,2026-03-25,19:12:05,19:12:05.459,19:12:29.33723,878
